Region,Alliance,Rank,Votes,Result,Candidate,Party,Constituency,SeatsWon,rcount_BJP_cong_jds_nota,ResultMinority
Hyderabad Karnataka,Cong-JDS,3rd,31414,Lost_,P.G.R. SINDHIA,Janata Dal (Secular),Basavakalyan,0,1,Lost
Hyderabad Karnataka,Others_a,4th,1747,Lost_,DEEPAK MALGAR,Aam Aadmi Party,Basavakalyan,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,840,Lost_,SHRIMANTHRAO ARJUNRAO,Independent,Basavakalyan,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,783,Lost_,RAM SON OF INDRAJEET,Nationalist Congress Party,Basavakalyan,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,749,Lost_,PURUSHOTAM,All India Mahila Empowerment Party,Basavakalyan,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,655,Lost_,AJINKYA MULAY,Bahujan Mukti Party,Basavakalyan,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,490,Lost_,CHANDRAKANTH GYANOBA RANE,Independent,Basavakalyan,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,443,Lost_,BABU PASHA MOINODDIN,Independent,Basavakalyan,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,441,Lost_,ANIL GURUNATH,BhartiyaBahujanKranti Dal,Basavakalyan,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,418,Lost_,VIJAY KUMAR,Independent,Basavakalyan,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,358,Lost_,C. NARAYAN,Independent,Basavakalyan,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,NOTA_a,5th and above,1410,Lost_,None of the Above,NOTA,Basavakalyan,0,1,Lost - had less than 20% votes
Bombay Karnataka,Cong-JDS,1st,58647,Won_,SHIVANAND PATIL,Indian National Congress,Basavana Bagevadi,1,1,Won
Bombay Karnataka,Cong-JDS,2nd,55461,Lost_,SOMANAGOUDA(APPUGOUDA) B PATIL(MANAGULI),Janata Dal (Secular),Basavana Bagevadi,0,1,Lost
Bombay Karnataka,BJP,3rd,25501,Lost_,SANGARAJ DESAI,Bharatiya Janata Party,Basavana Bagevadi,0,1,Lost - had less than 20% votes
Bombay Karnataka,Others_a,4th,3008,Lost_,YALLAPPA BASAPPA GUNDAKARAJAGI,Independent,Basavana Bagevadi,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,1252,Lost_,LAXIMBAI W/O SHIVANAND G PATIL,Independent,Basavana Bagevadi,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,904,Lost_,ALUR NINGANNA MALLAPPA,Jana Samanyara Party (Karnataka),Basavana Bagevadi,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,492,Lost_,BHAGYASHREE SHIVANAND PATIL,Independent,Basavana Bagevadi,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,455,Lost_,KENGANAL MALLIKARJUN BHIMAPPA,Swaraj India,Basavana Bagevadi,0,0,Lost - had less than 20% votes
Bombay Karnataka,NOTA_a,5th and above,1684,Lost_,None of the Above,NOTA,Basavana Bagevadi,0,1,Lost - had less than 20% votes
Bengaluru Karnataka,BJP,1st,76018,Won_,RAVISUBRAMANYA.L.A,Bharatiya Janata Party,Basavanagudi,1,1,Won - had more than 50% votes
Bengaluru Karnataka,Cong-JDS,2nd,38009,Lost_,K.BAGEGOWDA,Janata Dal (Secular),Basavanagudi,0,1,Lost
Bengaluru Karnataka,Cong-JDS,3rd,11767,Lost_,M.BOREGOWDA,Indian National Congress,Basavanagudi,0,1,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,453,Lost_,SAKLESHPUR GUNDAPPA SITARAM,Aam Aadmi Party,Basavanagudi,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,328,Lost_,KENCHAIAH.S.,Republican Party of India (A),Basavanagudi,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,256,Lost_,SHARANU.M.,Independent,Basavanagudi,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,233,Lost_,DR.BANU PRAKASH.A.S.,Pyramid Party of India,Basavanagudi,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,203,Lost_,VISHALA ESHWAR,Independent,Basavanagudi,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,187,Lost_,J.VENKATESH,All India Mahila Empowerment Party,Basavanagudi,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,149,Lost_,T.S.MADHURANATH,Independent,Basavanagudi,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,121,Lost_,VEDI.B,Independent,Basavanagudi,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,120,Lost_,B K PRAKASH,Kannada Paksha,Basavanagudi,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,119,Lost_,D.M.BHATTAD,Janata Dal (United),Basavanagudi,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,116,Lost_,H.M.RAMA,Bharatiya Prajagala Kalyana Paksha,Basavanagudi,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,108,Lost_,PADMANABHAN.M.N,Independent,Basavanagudi,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,NOTA_a,4th,1856,Lost_,None of the Above,NOTA,Basavanagudi,0,1,Lost - had less than 20% votes
Bombay Karnataka,BJP,1st,84498,Won_,ABHAY PATIL,Bharatiya Janata Party,Belgaum Dakshin,1,1,Won - had more than 50% votes
Bombay Karnataka,Cong-JDS,2nd,25806,Lost_,M D LAKSHMINARAYAN (ANNAYYA),Indian National Congress,Belgaum Dakshin,0,1,Lost - had less than 20% votes
Bombay Karnataka,Others_a,3rd,21537,Lost_,PRAKASH APPAJI MARAGALE,Independent,Belgaum Dakshin,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,4th,8295,Lost_,KIRAN KRISHNA SAYNAK,Independent,Belgaum Dakshin,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,1392,Lost_,N. S. SHANKARACHARYA,Independent,Belgaum Dakshin,0,0,Lost - had less than 20% votes
Bombay Karnataka,Cong-JDS,5th and above,940,Lost_,CHANGADEV KUGAJI @ MAHESH KUGAJI,Janata Dal (Secular),Belgaum Dakshin,0,1,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,932,Lost_,VARDHMAN DEVENDRA GANGAI,Independent,Belgaum Dakshin,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,613,Lost_,MAHANTESH B.RANAGATTIMATH,All India Mahila Empowerment Party,Belgaum Dakshin,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,531,Lost_,SUJIT MADIWALAPPA MULGUND,Independent,Belgaum Dakshin,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,199,Lost_,SNEHA N.CHODANKAR,Ambedkar Samaj Party,Belgaum Dakshin,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,180,Lost_,VINAYAK KASHINATH JADHAV,Independent,Belgaum Dakshin,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,180,Lost_,SADANAND R. METRI,Aam Aadmi Party,Belgaum Dakshin,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,138,Lost_,ANITA SHANKAR DODAMANI,Independent,Belgaum Dakshin,0,0,Lost - had less than 20% votes
Bombay Karnataka,NOTA_a,5th and above,1474,Lost_,None of the Above,NOTA,Belgaum Dakshin,0,1,Lost - had less than 20% votes
Bombay Karnataka,Cong-JDS,1st,102040,Won_,LAXMI R HEBBALKAR,Indian National Congress,Belgaum Rural,1,1,Won - had more than 50% votes
Bombay Karnataka,BJP,2nd,50316,Lost_,SANJAY B PATIL,Bharatiya Janata Party,Belgaum Rural,0,1,Lost
Bombay Karnataka,Others_a,3rd,23776,Lost_,KINEKAR MANOHAR KALLAPPA,Independent,Belgaum Rural,0,0,Lost - had less than 20% votes
Bombay Karnataka,Cong-JDS,4th,3794,Lost_,PATIL SHIVANAGOUDA S,Janata Dal (Secular),Belgaum Rural,0,1,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,925,Lost_,MOHAN YALLAPPA MORE,Independent,Belgaum Rural,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,898,Lost_,RAJANEESH ACHARYA,Independent,Belgaum Rural,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,694,Lost_,MOHAN REMAJI BELGUNDKAR,Independent,Belgaum Rural,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,546,Lost_,LAXMAN SIDDAPPA BOMMANNAVAR,Republican Party of India (A),Belgaum Rural,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,533,Lost_,SATISH B GUDAGENATTI,Independent,Belgaum Rural,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,517,Lost_,ANWAR K JAMADAR,All India Mahila Empowerment Party,Belgaum Rural,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,218,Lost_,SADANAND GANAPAT BHATKANDE,Rashtriya Samaj Paksha,Belgaum Rural,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,204,Lost_,MAHAMADRAFIK MULLA,Independent,Belgaum Rural,0,0,Lost - had less than 20% votes
Bombay Karnataka,NOTA_a,5th and above,1958,Lost_,None of the Above,NOTA,Belgaum Rural,0,1,Lost - had less than 20% votes
Bombay Karnataka,BJP,1st,79060,Won_,ANIL S BENAKE,Bharatiya Janata Party,Belgaum Uttar,1,1,Won - had more than 50% votes
Bombay Karnataka,Cong-JDS,2nd,61793,Lost_,FAIROZ NURUDDIN SAITH,Indian National Congress,Belgaum Uttar,0,1,Lost
Bombay Karnataka,Others_a,3rd,1869,Lost_,BALASAHEB SHIVAJIRAV KAKATKAR,Independent,Belgaum Uttar,0,0,Lost - had less than 20% votes
Bombay Karnataka,Cong-JDS,5th and above,1143,Lost_,ASHFAQ AHMED MADAKI,Janata Dal (Secular),Belgaum Uttar,0,1,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,472,Lost_,SANTOSH BAVADEKAR,Independent,Belgaum Uttar,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,353,Lost_,RAHIM DODDAMANI,Nationalist Congress Party,Belgaum Uttar,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,263,Lost_,SUVARNA P DODAMANI,Samanya Janatha Party (Loktantrik),Belgaum Uttar,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,249,Lost_,SAMBHAJI LAXMAN PATIL,Independent,Belgaum Uttar,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,168,Lost_,AHMAR ABDULSATTAR GOVE,All India Mahila Empowerment Party,Belgaum Uttar,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,161,Lost_,MAGADUM GOUSMOHIUDDIN ISMAILMAGADUM,Independent,Belgaum Uttar,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,137,Lost_,KURSHIDBANU ASLAM NADAF,Ambedkar Samaj Party,Belgaum Uttar,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,111,Lost_,NADAF FAKARUSAB HASANSAB,Aam Aadmi Party,Belgaum Uttar,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,104,Lost_,K SANTOSH KUMAR,BhartiyaBahujanKranti Dal,Belgaum Uttar,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,94,Lost_,GANESH PRAKASH SINGANNAVAR,Republican Party of India,Belgaum Uttar,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,88,Lost_,MOHAMMEDRASUL BEPARI,Namma Congress,Belgaum Uttar,0,0,Lost - had less than 20% votes
Bombay Karnataka,NOTA_a,4th,1361,Lost_,None of the Above,NOTA,Belgaum Uttar,0,1,Lost - had less than 20% votes
Central Karnataka,Cong-JDS,1st,79186,Won_,B NAGENDRA,Indian National Congress,Bellary,1,1,Won
Central Karnataka,BJP,2nd,76507,Lost_,SANNA PAKKIRAPPA,Bharatiya Janata Party,Bellary,0,1,Lost
Central Karnataka,Cong-JDS,3rd,3212,Lost_,D RAMESH,Janata Dal (Secular),Bellary,0,1,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,769,Lost_,BASAPPA GADEKAL,All India Mahila Empowerment Party,Bellary,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,660,Lost_,H PAKKIRAPPA,Independent,Bellary,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,401,Lost_,B NARAYANAPPA,Independent,Bellary,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,358,Lost_,RAGHU B,Pyramid Party of India,Bellary,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,340,Lost_,G ALIVELU,Independent,Bellary,0,0,Lost - had less than 20% votes
Central Karnataka,NOTA_a,4th,1695,Lost_,None of the Above,NOTA,Bellary,0,1,Lost - had less than 20% votes
Central Karnataka,BJP,1st,76589,Won_,G. SOMASEKHARA REDDY,Bharatiya Janata Party,Bellary City,1,1,Won - had more than 50% votes
Central Karnataka,Cong-JDS,2nd,60434,Lost_,ANIL.H. LAD,Indian National Congress,Bellary City,0,1,Lost
Central Karnataka,Cong-JDS,3rd,6255,Lost_,MOHAMAD IQBAL HOTHUR,Janata Dal (Secular),Bellary City,0,1,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,913,Lost_,MEKALA ESWARA REDDY,Karnataka Pragnyavantha Janatha Party,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,733,Lost_,ALTAF HUSSAIN,Independent,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,636,Lost_,B.V.TEJAS,Independent,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,519,Lost_,M.M. ANANDA KUMAR,Independent,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,442,Lost_,MOHAMMED ISMAIL,Nationalist Congress Party,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,369,Lost_,P. VIJAYALAKSHMI,Pyramid Party of India,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,345,Lost_,RAJASAB,Bharatiya Dr. B.R.Ambedkar Janta Party,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,330,Lost_,D. PARTHASARATHY,Janahitha Paksha,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,300,Lost_,GONAL JUMARI. B.,Samajwadi Party,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,295,Lost_,M. JAYARAMULU,All India Mahila Empowerment Party,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,233,Lost_,TAPAL GANESH,Janata Dal (United),Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,205,Lost_,HAFEEZ MOHAMMED ISMAIL @ H.M.ISMAIL,Kalyankari Jantantrik Party,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,192,Lost_,DR. K.R.RAVIKUMAR,Independent,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,158,Lost_,U. URUKUNDU,Shivsena,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,156,Lost_,TEJESH KUMAR. M. PATIL,BhartiyaBahujanKranti Dal,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,153,Lost_,B.SHEKHARBABU,Independent,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,135,Lost_,SRINIVAS YADAV,Independent,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,131,Lost_,HANDI RAFEEQ SAB,Independent,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,124,Lost_,MADHUSUDANA. P.,Independent,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,119,Lost_,E. IRAMMA,Independent,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,115,Lost_,H.V. KIRAN,Ambedkarite Party of India,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,111,Lost_,GANGI REDDY,Independent,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,110,Lost_,P. NARAYANA MURTHY,Independent,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,86,Lost_,VALISAB. P.,Independent,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,63,Lost_,ANE NARAYANA SWAMY,Independent,Bellary City,0,0,Lost - had less than 20% votes
Central Karnataka,NOTA_a,4th,1016,Lost_,None of the Above,NOTA,Bellary City,0,1,Lost - had less than 20% votes
Coastal Karnataka,BJP,1st,98417,Won_,HARISH POONJA,Bharatiya Janata Party,Belthangady,1,1,Won - had more than 50% votes
Coastal Karnataka,Cong-JDS,2nd,75443,Lost_,K.VASANTHA BANGERA,Indian National Congress,Belthangady,0,1,Lost
Coastal Karnataka,Others_a,3rd,1806,Lost_,JAGANNATHA. M,All India Mahila Empowerment Party,Belthangady,0,0,Lost - had less than 20% votes
Coastal Karnataka,Cong-JDS,4th,1612,Lost_,SUMATHI S HEGDE,Janata Dal (Secular),Belthangady,0,1,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,654,Lost_,VENKATESHA BENDE,Independent,Belthangady,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,373,Lost_,U.M. SYED HASSAN,Independent,Belthangady,0,0,Lost - had less than 20% votes
Coastal Karnataka,NOTA_a,5th and above,1245,Lost_,None of the Above,NOTA,Belthangady,0,1,Lost - had less than 20% votes
Southern Karnataka,Cong-JDS,1st,64268,Won_,LINGESHA. K.S.,Janata Dal (Secular),Belur,1,1,Won
Southern Karnataka,BJP,2nd,44578,Lost_,H.K. SURESH,Bharatiya Janata Party,Belur,0,1,Lost
Southern Karnataka,Cong-JDS,3rd,39519,Lost_,KEERTHANA RUDRESHAGOWDA,Indian National Congress,Belur,0,1,Lost
Southern Karnataka,Others_a,4th,1170,Lost_,THOLACHANAYKA B.D,Independent,Belur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,675,Lost_,ARUNA N.R (ARUNGOWDA),Shivsena,Belur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,525,Lost_,SANGAMESHA. S.B,Independent,Belur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,438,Lost_,H.B.CHANDRAKANTHA,Republican Party of India (A),Belur,0,0,Lost - had less than 20% votes
Southern Karnataka,NOTA_a,5th and above,1106,Lost_,None of the Above,NOTA,Belur,0,1,Lost - had less than 20% votes
Central Karnataka,Cong-JDS,1st,75722,Won_,B.K.SANGAMESHWARA.,Indian National Congress,Bhadravati,1,1,Won
Central Karnataka,Cong-JDS,2nd,64155,Lost_,APPAJI.M.J.,Janata Dal (Secular),Bhadravati,0,1,Lost
Central Karnataka,BJP,3rd,8974,Lost_,PRAVEEN PATEL.G.R.,Bharatiya Janata Party,Bhadravati,0,1,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,572,Lost_,SHASHIKUMAR S.GOWDA.,Independent,Bhadravati,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,450,Lost_,MUMTAZ BEGUM,All India Mahila Empowerment Party,Bhadravati,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,348,Lost_,S.K.SUDHEENDRA.,Independent,Bhadravati,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,252,Lost_,JOHN BENNY,Independent,Bhadravati,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,219,Lost_,RAVI KUMAR.H,Aam Aadmi Party,Bhadravati,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,194,Lost_,VENKATESHA,Independent,Bhadravati,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,172,Lost_,P.E. BASAVARAJ,Independent,Bhadravati,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,116,Lost_,B.N.NAGRAJA (B.N.RAJU),Independent,Bhadravati,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,104,Lost_,OM VIJAY VAMSHI,Independent,Bhadravati,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,98,Lost_,AHAMED ALI,Independent,Bhadravati,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,74,Lost_,KOMALA KUMARI. R,Independent,Bhadravati,0,0,Lost - had less than 20% votes
Central Karnataka,NOTA_a,4th,1427,Lost_,None of the Above,NOTA,Bhadravati,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,Cong-JDS,1st,84673,Won_,ESHWAR KHANDRE,Indian National Congress,Bhalki,1,1,Won - had more than 50% votes
Hyderabad Karnataka,BJP,2nd,63235,Lost_,D K SIDRAM,Bharatiya Janata Party,Bhalki,0,1,Lost
Hyderabad Karnataka,Cong-JDS,3rd,15142,Lost_,KHANDRE PRAKASH,Janata Dal (Secular),Bhalki,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,668,Lost_,ESHWARAPPA CHAKOTE ADVOCATE,Janata Dal (United),Bhalki,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,577,Lost_,VAIJINATH SHAPURE,Independent,Bhalki,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,468,Lost_,BALAJIRAO,Independent,Bhalki,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,419,Lost_,SHARAD,Independent,Bhalki,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,279,Lost_,VENKAT BIRADAR,Shivsena,Bhalki,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,210,Lost_,PUTTARAJ,Samajwadi Party,Bhalki,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,186,Lost_,UMESH,Independent,Bhalki,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,159,Lost_,BANSILAL,Independent,Bhalki,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,NOTA_a,4th,1042,Lost_,None of the Above,NOTA,Bhalki,0,1,Lost - had less than 20% votes
Coastal Karnataka,BJP,1st,83172,Won_,SUNIL BILIYA NAIK,Bharatiya Janata Party,Bhatkal,1,1,Won - had more than 50% votes
Coastal Karnataka,Cong-JDS,2nd,77242,Lost_,MANKAL VAIDYA,Indian National Congress,Bhatkal,0,1,Lost
Coastal Karnataka,Others_a,4th,1446,Lost_,GAPHUR SAB,All India Mahila Empowerment Party,Bhatkal,0,0,Lost - had less than 20% votes
